,name,rating,type,ailment_tokens,positive_effects,negative_effects,description,effects,flavors,strain_id
1358,Training Day,3.86,indica,"['depression', 'insomnia', 'pain', 'stress', 'headache', 'muscle', 'spasm']","Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Dry Eyes, Anxious","Bred by DNA Genetics, Training Day is a 70% indica that combines parent strains Trainwreck and LA Confidential. This California native takes after its LA Confidential parent in aroma and delivers a pungent earthy and pine flavor. As demonstrated by its thick blanket of crystal resin, Training Day will put your THC tolerance to the test so novices should approach this strain with caution.","Relaxed,Euphoric,Tingly,Happy,Sleepy","Earthy, Pine, Pungent",1358
1359,Trainwreck,3.18,hybrid,"['depression', 'pain', 'stress', 'lack', 'appetite', 'headache']","Relaxed, Euphoric, Happy, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Trainwreck is a mind-bending hybrid with potent sativa effects that hit like a freight train. Mexican and Thai sativas were bred with Afghani indicas to produce this Northern California staple, passing on a sweet lemon and spicy pine aroma. Trainwreck begins its speedy hurtle through the mind with a surge of euphoria, awakening creativity and happiness. Migraines, pain, and arthritis are mowed down by Trainwreck’s high THC content, and many patients also use it for relief of anxiety, ADD/ADHD, and PTSD. Trainwreck flowers finish up in early October outdoors, while indoor gardens are ready for harvest 8 weeks into flowering.","Happy,Euphoric,Relaxed,Uplifted,Creative","Earthy, Pine, Citrus",1359
1360,Trash,4.32,hybrid,"['depression', 'pain', 'stress', 'nausea', 'inflammation']","Relaxed, Euphoric, Happy, Uplifted, Focused",Not Available,"Trash is an indica-dominant hybrid that is anything but garbage. This strain crosses Purple Trainwreck against Afghani Hash Plant, blending the mental alertness of Trainwreck with the resin production and deep, earthy aroma native to Afghani genetics. Trash is an ideal smoke for long bouts of video games or other stationary activities. These effects also lend themselves to patients suffering from chronic pain and nausea.","Relaxed,Happy,Uplifted,Euphoric,Focused","Earthy, Berry, Citrus",1360
1361,Travel Joint,3.86,hybrid,"['depression', 'stress', 'nausea', 'fatigue', 'inflammation']","Happy, Creative, Energetic, Uplifted, Aroused",Not Available,"The Travel Joint from Green Life Productions in Nevada is a sativa-dominant strain derived from Alien Star Dawg (Alien Kush x Stardawg) and Monster Cookies genetics. Bred for the best characteristics this plant could express from Greenpoint Seeds' original genetics, the Travel Joint strain radiates with an aroma of sharp lime, fresh mint, and earthy kush. Her effects peak slowly, beginning with stimulating mind and body sensations that come to a crescendo over time.","Relaxed,Focused,Aroused,Uplifted,Energetic","Lemon, Lime, Earthy",1361
1362,Treasure Island,4.32,hybrid,"['depression', 'pain', 'stress', 'headache', 'inflammation']","Relaxed, Happy, Energetic, Focused",Dry Mouth,"Treasure Island is a CBD-rich strain created by Sin City Seeds. It has been known to produce 15:1 and 5:1 CBD/THC ratio phenotypes, offering consumers a mixed chemistry for a variety of applications. Emitting a delicate floral aroma, Treasure Island’s wellness oriented effects can help settle nausea, diminish inflammation, and abate physical discomfort. Add Treasure Island to your favorite THC strain for an added note of complexity.","Focused,Relaxed,Uplifted,Energetic,Happy","Earthy, Flowery, Lavender",1362
1363,Tres Dawg,3.86,hybrid,"['depression', 'pain', 'stress', 'lack', 'appetite', 'fatigue']","Relaxed, Euphoric, Happy, Energetic, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","The rare indica-dominant hybrid Tres Dawg by Top Dawg Seeds comes from Afghani #1 and a backcrossed Chemdawg. Tres Dawg gave rise to other prized hybrids like Stardawg, Dawg's Waltz, and Appalachia.","Relaxed,Sleepy,Happy,Uplifted,Energetic","Citrus, Pungent, Sweet",1363
1364,Triangle Kush,3.86,indica,"['depression', 'insomnia', 'pain', 'stress', 'headache', 'headache']","Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Eyes","Triangle Kush is an indica originating in Florida, named after the state's three cannabis-producing capitals: Jacksonville, Miami, and Tampa. Indoor or outdoor grows are low yielders, but clear, active effects stimulating creativity and discussion drive this strain's production. Flowers are expected at around 70 days.","Relaxed,Sleepy,Euphoric,Happy,Creative","Earthy, Pine, Sweet",1364
1365,Trident,3.41,hybrid,"['depression', 'pain', 'stress', 'inflammation', 'muscle', 'spasm']","Relaxed, Happy, Uplifted, Tingly, Sleepy",Not Available,"Trident is a hybrid strain that is notable for its extremely high CBD content of 12%. As a result, it’s an excellent strain for managing pain or dealing with symptoms while remaining mentally focused. Trident’s low THC levels (usually under 6%) don’t mean you won’t feel any sort of cerebral effects, but they tend to be mild and unobtrusive. These sticky flowers have a pleasant sweet and sour aroma.","Relaxed,Happy,Uplifted,Focused,Tingly","Pungent, Earthy, Citrus",1365
1366,Trifecta,3.64,hybrid,"['depression', 'insomnia', 'pain', 'stress', 'nausea', 'headache']","Relaxed, Hungry, Euphoric, Uplifted, Tingly","Dry Mouth, Paranoid, Dry Eyes",This creatively bred strain was imagined as a tribute to three great strains created by legendary breeders The Brothers Grimm. An Apollo 11 and Apollo 13 cross (also known as Eclipse) was bred with Cinderella 99 to create this fruity triple threat.,"Tingly,Sleepy,Hungry,Happy,Uplifted",Skunk,1366
1367,Trinity,3.41,sativa,"['depression', 'pain', 'stress', 'nausea', 'headache', 'headache']","Relaxed, Euphoric, Happy, Focused, Aroused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","A rumored hard to find strain, Trinity is known to have a strong skunk-like smell with an uplifting high.","Happy,Uplifted,Euphoric,Relaxed,Aroused","Pungent, Earthy, Skunk",1367
1368,Triple Cheese,3.86,indica,"['depression', 'pain', 'stress', 'lack', 'appetite', 'fatigue']","Relaxed, Hungry, Euphoric, Happy, Sleepy",Dry Eyes,"One cheese, two cheese, Old Cheese crossed with Blue Cheese! Triple Cheese, by world-renowned breeder Barney’s Farm, brings classic Cheese genetics together with a sweet Cheese hybrid. This odoriferous union combines the earthy, cave-aged funk of Old Cheese and the sweet and savory bouquet of Blue Cheese, creating a one-of-a-kind terpene profile. Known to consistently reach 22% THC or higher, this manageable plant offers Cheese lovers new levels of complexity while preserving enjoyable effects.","Relaxed,Sleepy,Happy,Euphoric,Tingly","Cheese, Pungent, Sweet",1368
1369,Triple Diesel,3.18,sativa,"['pain', 'lack', 'appetite', 'headache', 'eye', 'pressure', 'muscle', 'spasm']","Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Triple Diesel is one of those sativa strains that sure feels a lot like an indica. In smaller doses, its mental effects can be active enough to leave you focused and thoughtful, but taken in higher amounts, this strain will lead to a complete brain vacation. Its cross is the result of three diesel favorites: Sour Diesel, Strawberry Diesel and NYC Diesel, which is apparent in its sweet, stinky aroma. If you like that diesel kick, both in aroma and head effects, this is the trifecta for you.","Relaxed,Focused,Sleepy,Euphoric,Happy","Diesel, Sweet, Tropical",1369
1370,Trix,4.77,sativa,"['depression', 'stress', 'fatigue', 'spasticity']","Happy, Energetic, Talkative, Uplifted",Anxious,"Riot Seeds claims to have created the most potent and reliable Colombian Gold hybrid in the world by crossing a New World landrace with Loompa’s Chemdawg D cut. Combining the sweet fruity smell of Colombian Gold with the fuel scents of Chemdawg makes Trix a delicious smoke. Finishing in 10 weeks and producing massive yields, Trix is sure to be a sativa grower’s dream. Users can expect an electric, motivating high from this strain.","Uplifted,Energetic,Focused,Relaxed,Tingly","Sweet, Berry, Grape",1370
1371,Tropic Thunder,4.09,hybrid,"['depression', 'pain', 'stress', 'fatigue', 'headache']","Euphoric, Happy, Creative, Energetic, Uplifted",Not Available,"Tropic Thunder is a mysterious Maui Wowie cross that exhibits colorful buds and floral aromas. The strain’s moderate potency makes it suitable for consumption any time of the day, offering a mellow and manageable buzz that elevates the mood and alleviates stress. Its floral aroma transforms into a bitter, herbaceous mixture of flavors upon combustion or vaporization. Tropic Thunder has been used for a variety of ailments, but excels when contending with depression, inflammation, and muscle spasms.","Happy,Uplifted,Energetic,Creative,Relaxed","Tropical, Grapefruit, Sweet",1371
1372,Tropicali,3.64,hybrid,"['depression', 'pain', 'stress', 'lack', 'appetite', 'headache', 'headache']","Relaxed, Hungry, Euphoric, Energetic, Uplifted","Dry Mouth, Paranoid, Dry Eyes",Tropicali is a newer hybrid on the market. Known to provide an uplifting and cerebral high this strain can also be used for the relief of mild aches and pains. The flowers of the Tc have an alluring frosty mint green color with minimal twists of orange and sticky dewy looking trichomes.,"Euphoric,Uplifted,Relaxed,Energetic,Happy","Tropical, Orange, Citrus",1372
1373,Truffle Butter,3.86,indica,"['insomnia', 'pain', 'stress', 'fatigue', 'inflammation']","Euphoric, Aroused","Dizzy, Dry Mouth, Dry Eyes","Truffle Butter by THClones is a sedating genetic cross with sweet terpenes. Created by crossing Gelato and Chocolate Kush, this strain’s aroma is a mixture of fruit, caramel, and floral notes. Truffle Butter gently sedates the body, turning even seasoned consumers into lethargic couch potatoes. This strain’s relaxing qualities make it ideal for abating stress and insomnia.","Aroused,Sleepy,Euphoric,Giggly,Happy","Chestnut, Coffee, Sweet",1373
1374,Truth Serum,3.41,hybrid,"['stress', 'lack', 'appetite']","Relaxed, Happy, Energetic, Talkative, Giggly",Not Available,"Truth Serum is a hybrid strain that was originally bred in the Midwest during the summer of 2006. While exploring how to breed feminized seeds, an underground breeder in Minnesota induced stress on a single branch of G13 to create the pollen that fertilized a variety of strains growing in his garden. After narrowing his breeding projects down into two of the more potent and vigorous phenotypes, we are left with the complex combination of G13, Trinity, and Pineapple. The strain quickly made its way to the Northern California coastline where the dense buds now bloom. Truth Serum carries a sweet tropical aroma and is frosted with a thick coat of trichomes. The exhale provides a mouthful of hash-like flavor that ushers in the relaxing effects led by G13’s indica-dominant influence.It should be noted that another strain by the name Truth Serum is bred by Pisces Genetics. Their Truth Serum is a mostly indica hybrid that combines True OG and Death Star genetics","Talkative,Energetic,Happy,Sleepy,Uplifted","Spicy/Herbal, Citrus, Earthy",1374
1375,Tuna Kush,3.86,indica,"['depression', 'stress', 'lack', 'appetite', 'nausea', 'fatigue']","Relaxed, Hungry, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Tuna Kush is a BC legend that is now surfacing in North American medical cannabis markets. This strain has been deemed one of the most potent available, producing small, dense nuggets that are hard-caked with resin. Although Tuna Kush is not known for its large yield, what does come off these thinner stalks will be rich with potency and flavor. That being said, if this strain makes it to your grow, upgrade your carbon filters because this bud is stinky! Expect notes of pungent skunk, fuel, and a delicate sweetness intermixed.","Relaxed,Sleepy,Happy,Euphoric,Uplifted","Skunk, Pungent, Sweet",1375
1376,Turbo Mind Warp,3.86,hybrid,"['depression', 'pain', 'stress', 'lack', 'appetite', 'headache']","Hungry, Euphoric, Happy, Uplifted, Focused","Dry Mouth, Dry Eyes","Turbo Mind Warp is a hybrid bred by MTG Seeds, who crossed parent strains Turbo Diesel and Mendo Mind Warp. As buds bloom, the leaves take on a deep reddish hue and some phenotypes will express colorful pink-purple pistils. Its plants are highly resistant to mold, and Turbo Mind Warp’s high calyx-to-leaf ratio make trimming a breeze.","Happy,Hungry,Uplifted,Euphoric,Focused","Spicy/Herbal, Earthy, Flowery",1376
1377,Tutankhamon,4.09,sativa,"['depression', 'pain', 'stress', 'nausea', 'inflammation']","Euphoric, Happy, Creative, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Tutankhamon (AKA King Tut) by Pyramid Seeds has kept the sour, skunky smell of its parent strain, AK-47, as well as the sativa-dominant effects, making it a great choice for social outings or creative stimulation. This strain has built a reputation for having high THC levels, and the flavor has hints of fresh fruit and flowers that make this beautiful bud fit for a king!","Happy,Focused,Uplifted,Energetic,Euphoric","Skunk, Pungent, Sweet",1377
1378,Tutti Frutti,3.18,hybrid,"['depression', 'pain', 'stress', 'headache', 'fatigue', 'eye', 'pressure']","Relaxed, Euphoric, Happy, Creative, Energetic","Dry Mouth, Paranoid, Dry Eyes, Anxious","As the name suggests, Tutti Frutti provides a blast of fruit flavor that sativa lovers will flock to. Flash Seeds has taken genetic traits from Blue Haze, Green Haze, Thai, and others, then mixed in a fast-finishing ruderalis to create an automatic flowering strain that provides potent euphoric effects. The effects are known to come on slow, so be patient with these uplifting buds.","Happy,Euphoric,Uplifted,Energetic,Relaxed","Sweet, Tropical, Berry",1378
1379,Twista,3.18,sativa,"['depression', 'stress', 'fatigue', 'headache', 'eye', 'pressure']","Hungry, Happy, Creative, Energetic","Dry Mouth, Anxious","Twista from Denver’s Green Solution is a sativa-dominant strain with energetic, focused effects and a high THC content. Its powerfully invigorating effects, colored by Twista’s sweet citrus aroma, stay cerebrally locked for the duration of the buzz. This sativa won 3rd place in the 2014 Denver Cannabis Cup and is thought to descend from the Flying Dutchman’s Twister strain.","Creative,Energetic,Happy,Talkative,Focused","Sweet, Citrus, Earthy",1379
1380,Twisted Citrus,3.86,sativa,"['depression', 'stress', 'lack', 'appetite', 'headache', 'inflammation']","Euphoric, Happy, Creative, Energetic, Uplifted",Not Available,"Twisted Citrus is a sativa-dominant strain with a THC content that can climb to heights as high as 27%. With a name like Twisted Citrus, you might anticipate the tropical fruity aromas even before opening your stash jar. A bold fusion of oranges and banana flavors overwhelm the inhale and fade to subtle earthiness on the release. Next comes the upbeat, energized cerebral euphoria coupled with mellow, uplifting body effects, sensations that you can appreciate any time of the day.","Energetic,Uplifted,Relaxed,Creative,Happy","Citrus, Orange, Lemon",1380
1381,Tyson,4.55,indica,"['insomnia', 'pain', 'stress', 'lack', 'appetite', 'muscle', 'spasm']","Relaxed, Hungry, Euphoric, Sleepy",Dry Mouth,"Named after former undisputed heavyweight champion Mike Tyson, this strain is sure to knock you out. With a pungent diesel aroma, Tyson delivers a punch of indica effects known to fully relax the body while dulling pain, stress, insomnia, and appetite loss. This strain is not intended for first time users, and should only be consumed by indica connoisseurs. Tyson has been Canna Clinic's signature strain since its inauguration in 2011.","Relaxed,Sleepy,Uplifted,Hungry,Happy","Earthy, Pungent, Berry",1381
1382,U2 Kush,2.95,indica,"['depression', 'insomnia', 'pain', 'stress', 'nausea', 'headache']","Hungry, Uplifted, Tingly, Sleepy","Dizzy, Dry Mouth, Anxious","U2 Kush, or Ewe-2 Kush, is an 80% indica strain bred from the genetics of Master Kush and Bubba Kush. Its dense, resinous buds are accented with a sweet, earthy aroma soured by a subtle skunky flavor. U2 Kush’s onset begins with a powerful euphoric buzz, with sedating full-body effects to follow. Its tranquilizing effects that creep in over time make U2 Kush popular among patients treating insomnia and pain. U2 Kush plants are short, sturdy, and easy to raise, and while indoor growers wait 8 to 9 weeks for this indica to complete its flowering cycle, outdoor gardens finish between September and October.","Relaxed,Happy,Uplifted,Hungry,Giggly","Lavender, Sweet, Woody",1382
1383,Ultimate Trainwreck,3.64,sativa,"['depression', 'pain', 'stress', 'nausea', 'headache', 'fatigue']","Euphoric, Energetic, Talkative, Uplifted, Aroused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Ultimate Trainwreck is the more potent, more heavily sativa cousin of the hugely popular Trainwreck strain. It’s a great sativa that will send your brain into space and also packs a strong body buzz. Less active than the original, these dense, colorful flowers are not a good choice if mental clarity is desired. Ultimate Trainwreck buds have a skunky, earthy aroma with a sweet citrus punch.","Euphoric,Energetic,Aroused,Focused,Happy","Tropical, Sweet, Apple",1383
1384,Ultra Banana,5.0,indica,['nan'],"Hungry, Giggly","Dizzy, Dry Mouth, Dry Eyes","Ultra Banana is a delicious, sleep-inducing cross of MK Ultra and Banana Kush. MK Ultra possesses strong indica-dominant genetics, including OG Kush and G13, which are amplified by the sweet and floral elements of Banana Kush. This sedating combination lays into the body, weighing the consumer down with potent relaxation ideal for late evenings. Enjoy Ultra Banana to help relieve restlessness, anxiety, and general pain while stimulating introspective thought.","Sleepy,Tingly,Giggly,Hungry,Relaxed","Ammonia, Butter, Earthy",1384
1385,Ultra Sonja,4.09,hybrid,"['depression', 'stress', 'lack', 'appetite', 'headache', 'fatigue', 'headache']","Relaxed, Happy, Uplifted, Sleepy, Aroused","Dry Mouth, Dry Eyes","Ultra Sonja is a sativa-dominant descendant of U.K. Cheese and Tang Tang that inherits an unusual blend of flavor and effects from its parent strains. Like a pairing of wine and cheese, Ultra Sonja combines a sour funky aroma with deep fruity accents in a display of its heritage. Its dense buds, which sometimes express themselves in tones of purple, deliver clear-headed feelings of bliss and tranquility.","Relaxed,Giggly,Euphoric,Focused,Tingly","Blue Cheese, Pungent, Cheese",1385
1386,Ultra Sour,4.55,sativa,"['depression', 'stress', 'lack', 'appetite', 'fatigue']","Relaxed, Hungry, Happy, Creative, Uplifted",Dry Mouth,"Ultra Sour by THSeeds is a tart cross out of Amsterdam. This strain is the product of crossing MK Ultra and East Coast Sour Diesel, creating a sativa-dominant bud with uplifting stimulation and heady euphoria. Ultra Sour smells of pine and diesel, and its buds are deep green with rusty orange pistils. The potent mental effects can be a little daunting for inexperienced consumers, so mind your dosage. Enjoy Ultra Sour as a means to shrug off stress and enhance creativity.","Uplifted,Creative,Energetic,Euphoric,Focused","Diesel, Lemon, Pine",1386
1387,Urkle Train Haze,4.77,hybrid,"['depression', 'pain', 'stress', 'lack', 'appetite', 'nausea']","Relaxed, Euphoric, Happy, Uplifted, Focused",Dry Eyes,"An Arizona Natural Selections original, Urkle Train Haze was created using the genetics of Ghost Train Haze and Purple Urkle. These two parent strains are often described as polar opposites of each other, and yet crossing them yields a pleasantly uplifting and euphoric result. Urkle Train Haze’s fragrance and flavor is that of an invigorating sweet, berry, and pine that will linger long after consumption. With predominantly indica effects, this strain holds a feeling of relaxation that will leave you smiling and ready to raid the fridge.","Happy,Euphoric,Uplifted,Talkative,Relaxed","Sweet, Grape, Pine",1387
1388,Valentine X,3.64,hybrid,"['depression', 'pain', 'stress', 'fatigue', 'inflammation']","Relaxed, Hungry, Euphoric, Creative, Giggly",Dry Mouth,"Named for St. Valentine, the patron saint of epilepsy, Valentine X is a 50/50 hybrid sought after for its exceptional healing powers and a CBD:THC ratio of 25:1. It is a variant of the remarkable ACDC that is cherished for its healing properties. Many find Valentine X to be a great help for seizure disorders, inflammation, and when treating cancer. In addition to its medicinal effects this strain is known to spark creative thinking.","Relaxed,Creative,Tingly,Euphoric,Focused","Pungent, Citrus, Skunk",1388
1389,Valley Ghash,3.64,hybrid,"['depression', 'insomnia', 'stress', 'nausea', 'headache']","Relaxed, Hungry, Euphoric, Happy","Dizzy, Dry Mouth, Dry Eyes","Valley Ghash is a hybrid strain that combines genetics from G13, Hash Plant, SFV OG Kush, and Jack’s Cleaner. Perfect for a relaxing day or evening at home, Valley Ghash provides a gentle and mellow surge of euphoria that calms worries while boosting the mood.","Euphoric,Relaxed,Sleepy,Hungry,Happy","Sweet, Berry, Tropical",1389
1390,Valley Girl,4.32,hybrid,"['depression', 'pain', 'stress', 'lack', 'appetite', 'inflammation']","Relaxed, Hungry, Euphoric, Happy, Energetic",Dry Mouth,"From Archive Seed Bank comes Valley Girl, a balanced hybrid strain that descends from SFV OG and Face Off OG. Resin-packed buds mark this strain’s elevated THC potential, and consumers with a high tolerance may look to Valley Girl for new euphoric heights.","Happy,Relaxed,Euphoric,Energetic,Uplifted","Flowery, Earthy, Sweet",1390
1391,Vanilla Kush,3.41,indica,"['depression', 'insomnia', 'pain', 'stress', 'lack', 'appetite']","Relaxed, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","This indica strain comes from Barney’s Farm in Amsterdam and clinched 2nd place overall at the 2009 High Times Cannabis Cup for the coffee shop and seed company. Bred from Afghan and Kashmir strains, this Kush beauty is a gift to the senses with her notes of vanilla, lavender, and a hint of citrus. Plants flower in 8 weeks and produce large, soft flowers that are light green with hints of orange. This strain has a high THC content often measuring over 20%, making it a potent choice that might be strong for new users.","Relaxed,Happy,Sleepy,Euphoric,Hungry","Vanilla, Sweet, Lavender",1391
1392,Velvet Bud,2.5,sativa,"['pain', 'cramp', 'lack', 'appetite', 'inflammation', 'muscle', 'spasm']","Euphoric, Creative, Energetic, Uplifted","Dry Mouth, Dry Eyes, Anxious","Like the name suggests, Velvet Bud will produce a smoke that is smooth like velvet. A mostly sativa that crosses Dutch Treat and Blueberry, this fruity strain is a great choice for anyone struggling with depression, anxiety, and stress.","Uplifted,Energetic,Euphoric,Talkative,Aroused","Sweet, Citrus, Flowery",1392
1393,Verde Electric,3.18,hybrid,"['depression', 'pain', 'stress', 'nausea', 'headache', 'inflammation']","Euphoric, Happy, Creative, Energetic, Uplifted","Dizzy, Dry Mouth, Dry Eyes, Anxious","Verde Electric is one of those strains that is noted for its smooth, unique taste. Bred from a mix of Durban Poison, Platinum OG and Sherbert genes, this strain has gained a following in the medical community for treating pain and digestive issues. The lime green buds should be light, airy and have a nice crystal coat. The buzz is relaxing, but its near 50/50 hybrid mix has enough of an energy jolt to make Verde Electric a choice that works for many both days and nights.","Happy,Euphoric,Creative,Relaxed,Hungry","Pungent, Pine, Diesel",1393
1394,Versace,4.55,hybrid,"['depression', 'pain', 'stress', 'headache', 'fatigue', 'headache']","Relaxed, Hungry, Euphoric, Happy, Uplifted",Dry Mouth,"Versace is a clear-headed sativa-dominant hybrid created by crossing Sour Diesel, OG Kush, and Granddaddy Purple. This trio of trichome-rich strains is combined to offer an array of effects that work off each other. Sour Diesel’s heady buzz acts a catalyst, adding a stimulating alertness to the luscious body effects and pleasant euphoria native to Granddaddy Purple and OG Kush, respectively. Enjoy this pungent flower to help curb depression and fatigue while elevating mood and muting mild physical pain.","Happy,Relaxed,Euphoric,Uplifted,Energetic","Flowery, Citrus, Grapefruit",1394
1395,Very Berry Haze,2.73,sativa,"['depression', 'pain', 'stress', 'nausea', 'fatigue']","Euphoric, Happy, Creative, Energetic, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious",This 100% sativa strain was first created by the breeders at Apothecary Genetics as a combination of the popular sativas,"Happy,Uplifted,Euphoric,Hungry,Relaxed","Berry, Earthy, Grape",1395
1396,Violator Kush,3.41,indica,"['depression', 'insomnia', 'pain', 'stress', 'headache', 'headache']","Relaxed, Euphoric, Happy, Sleepy, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Violator Kush is a pure indica from old school Dutch breeders Barney’s Farm. A cross of Malana and Hindu Kush genetics, it produces large yields of super-resinous flowers on a short, bushy plant. This indica has a musty, earthy smell and taste and provides a strong body buzz that will leave you stuck to your chair.","Relaxed,Sleepy,Happy,Euphoric,Uplifted","Earthy, Woody, Spicy/Herbal",1396
1397,Violet Delight,3.64,hybrid,"['depression', 'insomnia', 'pain', 'stress', 'nausea']","Relaxed, Euphoric, Happy, Uplifted, Focused","Dizzy, Dry Mouth","Violet Delight is an indica-dominant strain that delivers exactly what its name promises: a loud burst of floral flavor that can only be compared to the aroma of a violet. Glance at this hybrid’s terpene profile and you’ll notice high levels of linalool, a flowery-smelling terpene that promotes relaxation and stress-relief. While driven by indica genetics, Violet Delight isn’t overwhelmingly sedating for most consumers. Instead, you’ll likely find yourself in a clear, focused headspace conducive for meditation or introverted activities. For the extroverts, this hybrid offers a giggly, lighthearted mood that keeps you active and engaged in social settings.","Happy,Relaxed,Uplifted,Focused,Sleepy","Flowery, Violet, Sweet",1397
1398,Viper,3.86,sativa,"['depression', 'pain', 'stress', 'lack', 'appetite', 'nausea']","Euphoric, Happy, Creative, Energetic, Uplifted","Dizzy, Anxious","Viper is an invigorating sativa that was bred from an indigenous Burmese landrace and a native Mexican strain known as Blackseed. First cultivated by Reeferman Seeds, Viper inherits buzzing, cerebrally-targeted effects and a spicy, citrus aroma. In a show of its nearly pure sativa genetics, Viper grows tall and bears fluffy buds that finish their flowering cycle in about 10 weeks.","Energetic,Talkative,Happy,Giggly,Uplifted","Citrus, Pungent, Minty",1398
1399,Voodoo,3.18,sativa,"['depression', 'pain', 'stress', 'nausea', 'inflammation']","Hungry, Euphoric, Happy, Energetic, Uplifted","Dry Mouth, Paranoid, Dry Eyes","Voodoo, bred from a Thai landrace in 1997, is an uplifting sativa cannabis strain with long-lasting, euphoric effects. A fresh, fruity aroma emanates from the dense, pine-green buds enameled in crystal trichomes, with nutty and spicy flavors to follow. Depression, fatigue, and stress stand no chance against the uplifting, almost energizing, qualities of Voodoo. This strain prospers both indoors and outdoors, and flowers 8 to 9 weeks after its vegetative cycle.","Happy,Relaxed,Uplifted,Euphoric,Tingly","Nutty, Spicy/Herbal, Citrus",1399
1400,Vortex,3.41,sativa,"['depression', 'pain', 'stress', 'headache', 'fatigue', 'headache']","Euphoric, Happy, Energetic, Talkative, Uplifted","Dizzy, Dry Mouth, Dry Eyes, Anxious","Vortex by TGA Genetics is a 80/20 sativa-dominant strain whose potency will pull you into a whirling mass of euphoria like a cosmic riptide. Its celestial parents Space Queen and Apollo 13 pass on a sweet and sour lemon aroma accented by notes of tropical mango, while its inherited effects can range from racy and energetic to heavy and disorienting. The staggering THC content of Vortex has won this sativa several awards including High Times' Best Sativa in 2010 and the High Times 'Top 10' in 2007.","Uplifted,Happy,Euphoric,Talkative,Energetic","Earthy, Mango, Lemon",1400
1401,Waldo,2.73,hybrid,"['depression', 'pain', 'lack', 'appetite', 'nausea', 'eye', 'pressure']","Hungry, Euphoric, Creative, Tingly","Dizzy, Paranoid","Waldo was bred in the Netherlands by Apothecary Genetics, and perhaps because of this upbringing, these descendents of Pez and Purple Cherry do better in cooler climates than most. They truly flourish in outdoor tropical climates, where they can grow over 6 feet, but indoors these plants will stay medium height and grow wide and branchy. Flowering usually occurs at 8 or 9 weeks. Though this hybrid tends to be sativa dominant, the long-lasting high is generally more cerebral with enough indica kick to ease tension. These energetic effects may not make Waldo a good choice for night time or those treating anxiety. Instead, Waldo’s spicy flowers might be the perfect addition to a sociable evening.","Creative,Tingly,Euphoric,Hungry,Uplifted","Earthy, Pungent, Skunk",1401
1402,Walker Kush,4.55,hybrid,"['depression', 'insomnia', 'pain', 'stress', 'nausea', 'headache']","Relaxed, Euphoric, Happy, Uplifted, Focused",Not Available,"Walker Kush is the Rare Dankness cross of Albert Walker and Rare Dankness #1. These stimulating genetics blend Afghan Skunk, Ghost OG, and Chemdawg into a multifaceted indica-dominant hybrid that uplifts while remaining grounded in soothing body effects. Happy yet laidback, this strain is preferred for ADD/ADHD, depression, and PTSD.","Relaxed,Uplifted,Happy,Focused,Euphoric","Earthy, Woody, Pine",1402
1403,Walter White,4.32,hybrid,"['depression', 'pain', 'lack', 'appetite', 'headache', 'inflammation']","Relaxed, Euphoric, Happy, Energetic, Uplifted","Dizzy, Dry Mouth, Dry Eyes, Anxious","Walter White by Mephisto Genetics is a hybrid cross created out of fascination. After seeing a glittering cut of The White, Mephisto Genetics set out to build something special off the brilliant trichome production of that particular plant. By breeding The White with a mysterious autoflowering sativa, Mephisto Genetic created Walter White, one of the most potent strains on their roster. The aroma and taste are citrusy and creamy on the exhale.","Happy,Relaxed,Energetic,Uplifted,Euphoric","Earthy, Citrus, Pungent",1403
1404,Wappa,3.41,hybrid,"['depression', 'insomnia', 'pain', 'stress', 'inflammation']","Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Wappa is a 60% indica-dominant hybrid bred by Paradise Seeds that delivers happy, uplifting effects alongside an intense fruity flavor.","Happy,Giggly,Relaxed,Hungry,Uplifted","Earthy, Flowery, Sweet",1404
